COMPANY,CIK,SIC
NATURALLY ADVANCED TECHNOLOGIES INC,1210294,5600
"NaturalNano , Inc.",863895,2836
"NATURE VISION, INC.",78311,3861
NATURES SUNSHINE PRODUCTS INC,275053,2834
NATUREWELL INC,945617,2835
NATUS MEDICAL INC,878526,3845
NATUZZI S P A,900391,2510
Naugatuck Valley Financial Corp,1293413,6035
"NAUTILUS, INC.",1078207,3949
NAVARRE CORP /MN/,911650,5045
NAVIGANT CONSULTING INC,1019737,8742
NAVIGATORS GROUP INC,793547,6331
NAVISITE INC,1084750,7389
NAVISTAR FINANCIAL CORP,51303,6159
NAVISTAR FINANCIAL DEALER NOTE MASTER OWNER TRUST,1227898,6189
NAVISTAR FINANCIAL DEALER NOTE MASTER TRUST,1001679,6189
NAVISTAR FINANCIAL RETAIL REC CORP 2001 A OWNER TRUST,1287033,6189
NAVISTAR FINANCIAL RETAIL REC CORP 2001 B OWNER TRUST,1287035,6189
NAVISTAR INTERNATIONAL CORP,808450,3711
NAVITONE TECHNOLOGIES INC,1114302,7372
"Navstar Media Holdings, Inc.",1177274,7389
NAVTECH INC,790272,7370
NAVTEQ CORP,834208,7372
"Nayna Networks, Inc.",769591,3576
NB CAPITAL CORP,1049551,6798
NB FINANCE LTD,1056861,6029
NB&T FINANCIAL GROUP INC,908837,6029
NBC ACQUISITION CORP,1056756,5190
NBO SYSTEMS  INC,1145731,7389
NBOG BANCORPORATION INC,1124676,6021
NBT BANCORP INC,790359,6021
NBTY INC,70793,2834
NCI BUILDING SYSTEMS INC,883902,3448
NCO GROUP INC,1022608,7320
NCR CORP,70866,3578
NCT GROUP INC,722051,3690
NDS GROUP PLC,1098074,3571
NEBRASKA BOOK CO,1056758,5190
NEC CORP,72127,3570
NEENAH FOUNDRY CO,1040599,3220
Neenah Paper Inc,1296435,2621
NEFFS BANCORP INC,797838,6021
NEKTAR THERAPEUTICS,906709,2834
NELNET EDUCATION LOAN FUNDING INC,1228874,6189
NELNET INC,1258602,6141
NELNET STUDENT LOAN FUNDING LLC,1166221,6189
NEOGEN CORP,711377,2835
NEOGENOMICS INC,1077183,8734
NEOMAGIC CORP,1030485,3674
NEOMEDIA TECHNOLOGIES INC,1022701,7373
NEOPHARM INC,942788,2836
NEOPROBE CORP,810509,3841
NEOSE TECHNOLOGIES INC,877902,2833
NEOWARE INC,894743,3571
NEPHROS INC,1196298,3841
"NEPTUNE INDUSTRIES, INC.",1138659,7812
NESS ENERGY INTERNATIONAL INC /NV/,353634,1311
NESS TECHNOLOGIES INC,1089638,7371
NESTOR INC,720851,7372
NESTOR PARTNERS,888471,6221
NET 1 UEPS TECHNOLOGIES INC,1041514,6099
NET PERCEPTIONS INC,1078203,7372
NET SERVICOS DE COMUNICACAO S A,1024446,4841
NETBANK INC,1035826,6036
NETCO INVESTMENTS INC,1123425,5400
"NETEASE.COM, INC.",1110646,7389
"NETFABRIC HOLDINGS, INC",1083220,7389
NETFLIX INC,1065280,7841
NETGEAR INC,1122904,3661
NETGURU INC,1015920,7372
NETLOGIC MICROSYSTEMS INC,1135711,3674
NETMANAGE INC,909793,7372
NETOPIA INC,1012482,3576
NETRATINGS INC,1095480,7389
NETSCOUT SYSTEMS INC,1078075,7373
NETSMART TECHNOLOGIES INC,1011028,7374
NETSOL TECHNOLOGIES INC,1039280,7372
NETTEL HOLDINGS INC,1084883,4813
NETWORK 1 SECURITY SOLUTIONS INC,1065078,7372
NETWORK APPLIANCE INC,1002047,3572
NETWORK CAPITAL INC,1129279,6770
NETWORK CN INC,934796,6770
NETWORK ENGINES INC,1110903,7372
NETWORK EQUIPMENT TECHNOLOGIES INC,752431,3576
NETWORK INSTALLATION CORP,1069778,4899
"NETWORTH TECHNOLOGIES, INC.",1000285,4813
NEUROBIOLOGICAL TECHNOLOGIES INC /CA/,918112,2836
NEUROCHEM INC,1259942,2834
NEUROCRINE BIOSCIENCES INC,914475,2836
NEUROGEN CORP,849043,2834
NEUROLOGIX INC/DE,356591,2834
"NeuroMetrix, Inc.",1289850,3841
NEUTRON ENTERPRISES INC,1135140,7389
NEVADA CHEMICALS INC,356342,2890
NEVADA CLASSIC THOROUGHBREDS INC,1128383,7948
NEVADA GEOTHERMAL POWER INC,1177440,1090
NEVADA GOLD & CASINOS INC,277058,7990
NEVADA POWER CO,71180,4911
NEVADA STAR RESOURCE CORP,877019,1400
NEVSTAR CORP,1006384,7011
NEVSUN RESOURCES LTD,919991,1040
NEW BRUNSWICK SCIENTIFIC CO INC,71241,3821
NEW CENTURY BANCORP INC,1263762,6022
NEW CENTURY COMPANIES INC,318716,3541
New Century Energy Corp.,1079797,1311
NEW CENTURY EQUITY HOLDINGS CORP,1013706,8742
NEW CENTURY FINANCIAL CORP,1287286,6798
NEW CENTURY HOME EQUITY LOAN TRUST 2004-1,1288037,6189
NEW CENTURY HOME EQUITY LOAN TRUST 2004-2,1295892,6189
New Century Home Equity Loan Trust 2004-4,1311644,6189
NEW CENTURY RESOURCE,1104462,1090
NEW DRAGON ASIA CORP,1089590,2000
NEW ENGLAND POWER CO,71337,4911
NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,746514,6513
NEW FIBER CLOTH TECHNOLOGY INC,1107564,9995
NEW FRONTIER ENERGY INC,1140586,1311
NEW FRONTIER MEDIA INC,847383,7822
NEW GENERATION HOLDINGS INC,1024605,1311
New Gold Inc. /FI,800166,1000
NEW HAMPSHIRE THRIFT BANCSHARES INC,846931,6035
NEW JERSEY MINING CO,1030192,1040
NEW JERSEY RESOURCES CORP,356309,4924
"New Life Scientific, Inc.",1134011,6770
New Media Lottery Services Inc,1172635,6510
"NEW MEXICO SOFTWARE, INC",1101865,7372
NEW PACIFIC VENTURES INC,1220819,1000
NEW PARADIGM PRODUCTIONS INC,1099977,3652
NEW PEOPLES BANKSHARES INC,1163389,6022
NEW PLAN EXCEL REALTY TRUST INC,798288,6798
NEW RIVER PHARMACEUTICALS INC,1288379,2834
NEW ULM TELECOM INC,71557,4813
NEW WORLD BRANDS INC,799426,5180
NEW WORLD RESTAURANT GROUP INC,949373,5812
"New York & Company, Inc.",1211351,5621
NEW YORK COMMUNITY BANCORP INC,910073,6036
NEW YORK HEALTH CARE INC,1018354,8082
NEW YORK MORTGAGE TRUST INC,1273685,6798
NEW YORK REGIONAL RAIL CORP,1020173,4011
NEW YORK TIMES CO,71691,2711
NEWALLIANCE BANCSHARES INC,1264755,6021
"NEWARK GROUP, INC",1047290,2631
NEWCASTLE INVESTMENT CORP,1175483,6798
NEWELL RUBBERMAID INC,814453,3089
NEWFIELD ACQUISITION CORP,1164779,6770
NEWFIELD EXPLORATION CO /DE/,912750,1311
"NewGen Technologies, Inc",833837,2911
NEWGOLD INC,878808,1040
NEWKIRK MASTER LP,1165460,6512
NEWMARKET CORP,1282637,2860
NewMarket Technology Inc,1092083,4813
NEWMIL BANCORP INC,807524,6036
NEWMONT MINING CORP /DE/,1164727,1040
NEWNAN COWETA BANCSHARES INC,1157282,6021
NEWPARK RESOURCES INC,71829,3533
NEWPORT CORP,225263,3821
NEWS CORP,1308161,2711
NEWSEARCH INC,751406,6770
NEWTECH BRAKE CORP,1080008,3714
NEWTECH RESOURCES LTD,1080001,2834
NEWTEK BUSINESS SERVICES INC,1094019,6199
NEXEN INC,16873,1311
NEXIA HOLDINGS INC,833209,6510
Nexicon,1053113,4899
NEXMED INC,1017491,2834
NEXSTAR BROADCASTING GROUP INC,1142417,4833
NEXT GENERATION MEDIA CORP,356292,7331
NEXT INC/TN,1071991,7200
NEXTERA ENTERPRISES INC,1070534,8742
"NEXTPHASE WIRELESS, INC.",1003933,4899
NGAS Resources Inc,746834,1311
NIAGARA MOHAWK POWER CORP /NY/,71932,4931
NIC INC,1065332,8742
NICE SYSTEMS LTD,1003935,3571
NICHOLAS FINANCIAL INC,1000045,6153
NICOR INC,72020,4924
NIDEC CORP,1158967,3621
NIGHTHAWK SYSTEMS INC,1084475,4899
NII HOLDINGS INC,1037016,4812
NIKE INC,320187,3021
NINETOWNS DIGITAL WORLD TRADE HOLDINGS LTD,1285735,7389
NIPPON TELEGRAPH & TELEPHONE CORP,769594,4813
NISOURCE INC/DE,1111711,4931
Nissan Auto Receivables 2004-C Owner Trust,1302869,6189
NISSIN CO LTD,1178551,6163
NITCHES INC,772263,2330
NITRO PETROLEUM INC,1285236,1000
NITROMED INC,927829,2834
NL INDUSTRIES INC,72162,2810
NMS COMMUNICATIONS CORP,915866,3661
NMT MEDICAL INC,1017259,3841
NN INC,918541,3562
NNN 2002 VALUE FUND LLC,1178132,6512
"No Borders, Inc.",1091418,7389
NOBEL LEARNING COMMUNITIES INC,721237,8200
NOBILITY HOMES INC,72205,2451
NOBLE CORP,1169055,1381
NOBLE ENERGY INC,72207,1311
NOBLE HOUSE ENTERTAINMENT INC.,1168981,7900
"NOBLE INTERNATIONAL, LTD.",1034258,3714
NOBLE ROMANS INC,709005,5812
NOCOPI TECHNOLOGIES INC/MD/,888981,8900
NOKIA CORP,924613,3663
Nomura Asset Acc Corp ALT LN TR Ser 2004-AP2,1295346,6189
"NOMURA ASSET ACCEPTANCE CORPORATION, ALTERNATIVE LOAN TRUST, SERIES 2004-AR1",1300362,6189
"NOMURA ASSET ACCEPTANCE CORPORATION, ALTERNATIVE LOAN TRUST, SERIES 2004-AR2",1304804,6189
NOMURA HOLDINGS INC,1163653,6211
NON INVASIVE MONITORING SYSTEMS INC /FL/,720762,3845
NORAMPAC INC,1058970,2650
Norbord Inc.,877365,2400
NORCRAFT COMPANIES LP,1288248,2430
"Norcraft Holdings, L.P.",1305018,2430
NORCROSS SAFETY PRODUCTS LLC,1264010,3990
NORDIC AMERICAN TANKER SHIPPING LTD,1000177,4400
NORDSON CORP,72331,3569
NORDSTROM INC,72333,5651
NORFOLK SOUTHERN CORP,702165,4011
NORFOLK SOUTHERN RAILWAY CO /VA/,92275,4011
NORMARK VENTURES CORP,1126380,1040
"NorMexSteel, Inc.",1085115,6794
"NORPAC TECHNOLOGIES, INC.",1067286,2080
NORSAT INTERNATIONAL INC /,748213,3679
NORSK HYDRO A S A,900268,1311
NORTECH SYSTEMS INC,722313,3679
NORTEK INC,1216596,2430
NORTEL INVESTMENTS INC,877691,4813
NORTEL NETWORKS CORP,72911,3661
NORTEL NETWORKS LTD,1119664,3661
NORTH AMERICAN GALVANIZING & COATINGS INC,55805,3470
NORTH AMERICAN GAMING & ENTERTAINMENT CORP,29952,7990
NORTH AMERICAN NATURAL GAS INC,1112425,7389
NORTH AMERICAN PALLADIUM LTD,887701,1000
NORTH AMERICAN SCIENTIFIC INC,949876,3845
NORTH AMERICAN TECHNOLOGIES GROUP INC /TX/,808013,2860
"North Atlantic Holding Company, Inc.",1290677,2100
NORTH ATLANTIC TRADING CO INC,1042787,2100
NORTH BAY BANCORP/CA,1102595,6021
NORTH CENTRAL BANCSHARES INC,1005188,6035
NORTH EUROPEAN OIL ROYALTY TRUST,72633,6792
NORTH FORK BANCORPORATION INC,352510,6022
"North Penn Bancorp, Inc.",1309127,6035
NORTH PITTSBURGH SYSTEMS INC,764765,4813
NORTH SHORE GAS CO /IL/,110101,4922
NORTH STATE BANCORP,1175029,6022
NORTH VALLEY BANCORP,353191,6022
NORTHCORE TECHNOLOGIES INC.,1079171,7370
NORTHEAST BANCORP /ME/,811831,6022
NORTHEAST UTILITIES,72741,4911
NORTHERN BORDER PIPELINE CO,1095355,4922
NORTHERN CALIFORNIA BANCORP INC,1006820,6022
NORTHERN CANADIAN MINERALS INC.,1260092,1040
NORTHERN DYNASTY MINERALS LTD,1164771,1040
NORTHERN EMPIRE BANCSHARES,746253,6021
NORTHERN GROWERS LLC,1177314,2860
NORTHERN ILLINOIS GAS CO /IL/ /NEW/,110104,4922
NORTHERN ORION RESOURCES INC,1200525,1000
NORTHERN STATES FINANCIAL CORP /DE/,744485,6022
NORTHERN STATES POWER CO,1123852,4931
NORTHERN STATES POWER CO /WI/,72909,4911
NORTHERN TECHNOLOGIES INTERNATIONAL CORP,875582,2670
NORTHERN TRUST CORP,73124,6022
NORTHFIELD LABORATORIES INC /DE/,920947,2836
NORTHGATE MINERALS CORP,72931,1040
NORTHLAND CABLE PROPERTIES EIGHT LIMITED PARTNERSHIP,843368,4841
NORTHLAND CABLE PROPERTIES SEVEN LIMITED PARTNERSHIP,813658,4841
NORTHLAND CABLE TELEVISION INC,1051920,4841
NORTHRIM BANCORP INC,1163370,6035
NORTHROP GRUMMAN CORP /DE/,1133421,3812
NORTHSTAR ELECTRONICS INC,1082027,3663
NORTHSTAR REALTY,1273801,6798
NORTHWAY FINANCIAL INC,1041753,6021
NORTHWEST AIRLINES CORP,1058033,4512
NORTHWEST BANCORP INC,1042064,6036
NORTHWEST BANCORPORATION INC,893467,6021
NORTHWEST BIOTHERAPEUTICS INC,1072379,2834
NORTHWEST HORIZON CORP,1274001,2020
NORTHWEST INDIANA BANCORP,919864,6035
NORTHWEST NATURAL GAS CO,73020,4924
NORTHWEST PIPE CO,1001385,3317
NORTHWEST PIPELINE CORP,110019,4922
NORTHWESTERN CORP,73088,4931
Northwestern Mineral Ventures Inc.,1290982,1000
NORWOOD FINANCIAL CORP,1013272,6022
NOTHING CORP,1103976,9995
NOTIFY TECHNOLOGY CORP,1031980,3661
NOVA BIOGENETICS INC,1160078,2800
NOVA CHEMICALS CORP /NEW,922960,2860
